Vernier Format 2
rest_spirom3.cmbl 10/05/20 16:24 .
Último
Tiempo	Rapidez flujo	Volumen
t	Flujo	Vol
s	L/s	L

9.14	-2.55413781476	0.524597129801
9.15	-2.55413781476	0.550138507948
9.16	-2.61067162962	0.57596255517
9.17	-2.56365929937	0.601834209815
9.18	-2.64875756805	0.627896294152
9.19	-2.62971459884	0.654288654987
9.2	-2.65827905266	0.680728623244
9.21	-2.61067162962	0.707073376656
9.22	-2.60115014501	0.733132485529
9.23	-2.60115014501	0.759143986979
9.24	-2.62019311423	0.785250703275
9.25	-2.65827905266	0.811643064109
9.26	-2.64875756805	0.838178247213
9.27	-2.57258569119	0.864284963509
9.28	-2.5821071758	0.890058427844
9.29	-2.49700890711	0.915454008259
9.3	-2.54461633015	0.940662134445
9.31	-2.4779659379	0.965775045785
9.32	-2.45892296868	0.990459490318
9.33	-2.41131554564	1.01481068289
9.34	-2.32562218417	1.03849537154
9.35	-2.32562218417	1.06175159338
9.36	-2.30657921496	1.08491260038
9.37	-2.26849327653	1.10778796283
9.38	-2.26849327653	1.1304728956
9.39	-2.19291649245	1.15277994444
9.4	-2.1262661002	1.17437585741
9.41	-2.11674461559	1.19559091099
9.42	-2.03105125412	1.21632989033
9.43	-1.96440086186	1.23630715091
9.44	-1.89775046961	1.25561790757
9.45	-1.85073813936	1.27436035062
9.46	-1.80313071632	1.2926296949
9.47	-1.76504477789	1.31047057237
9.48	-1.71743735485	1.32788298303
9.49	-1.66982993181	1.34481931946
9.5	-1.65078696259	1.36142240394
9.51	-1.63174399338	1.37783505871
9.52	-1.59365805495	1.39396206896
9.53	-1.56509360112	1.40975582724
9.54	-1.57461508573	1.42545437067
9.55	-1.5365291473	1.44101009184
9.56	-1.5365291473	1.45637538331
9.57	-1.51808127087	1.4716484354
9.58	-1.48951681705	1.48668642584
9.59	-1.46095236322	1.50143877174
9.6	-1.40382345558	1.51576265084
9.61	-1.35621603254	1.52956284828
9.62	-1.28956564028	1.54279175664
9.63	-1.24195821724	1.55544937593
9.64	-1.16638143317	1.56749107418
9.65	-1.06164510248	1.57863120686
9.66	-0.956908771797	1.58872397623
9.67	-0.786117141644	1.5974391058
9.68	-0.576644480272	1.60425291391
9.69	-0.320159488649	1.60873693375
9.7	0.0124973798374	1.61027524429
9.71	0.392761671363	1.60824894904
9.72	0.820633385927	1.60218197375
9.73	1.14376876981	1.59235996297
9.74	1.35264633839	1.57987788743
9.75	1.49546860751	1.5656373127
9.76	1.66626023766	1.54982866848
9.77	1.84716844521	1.53226152506
9.78	1.97987413693	1.51312631215
9.79	2.05604601379	1.4929467114
9.8	2.11317492144	1.47210060672
9.81	2.08461046762	1.45111167978
9.82	2.07508898301	1.43031318252
9.83	2.08461046762	1.40951468527
9.84	2.05604601379	1.38881140286
9.85	2.0655674984	1.3682033353
9.86	2.13221789066	1.34721440836
9.87	2.09413195222	1.32608265914
9.88	2.02748155997	1.30547459158
9.89	2.02748155997	1.28519977598
9.9	2.01796007536	1.26497256781
9.91	2.03700304458	1.24469775221
9.92	2.04652452919	1.22428011434
9.93	2.03700304458	1.20386247647
9.94	2.08461046762	1.18325440891
9.95	2.08461046762	1.16240830423
